time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2017;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2018;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2019;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2020;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2021;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2022;Italy;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2000;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2001;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2002;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2003;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2004;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2005;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2006;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2007;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2008;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2009;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2010;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2011;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2012;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2013;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2014;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2015;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2016;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2017;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2018;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2019;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2020;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2021;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2022;Portugal;Energy balance;Primary production;Solid fossil fuels;;0.0;;
2000;Germany;Energy balance;Primary production;Natural gas;;183759500.0;;
2001;Germany;Energy balance;Primary production;Natural gas;;185285750.0;;
2002;Germany;Energy balance;Primary production;Natural gas;;185932000.0;;
2003;Germany;Energy balance;Primary production;Natural gas;;185186303.0;;
2004;Germany;Energy balance;Primary production;Natural gas;;169182148.0;;
2005;Germany;Energy balance;Primary production;Natural gas;;166703042.0;;
2006;Germany;Energy balance;Primary production;Natural gas;;173482750.0;;
2007;Germany;Energy balance;Primary production;Natural gas;;172810436.0;;
2008;Germany;Energy balance;Primary production;Natural gas;;153190009.0;;
2009;Germany;Energy balance;Primary production;Natural gas;;151378510.0;;
2010;Germany;Energy balance;Primary production;Natural gas;;129246413.0;;
2011;Germany;Energy balance;Primary production;Natural gas;;126685824.0;;
2012;Germany;Energy balance;Primary production;Natural gas;;111285864.0;;
2013;Germany;Energy balance;Primary production;Natural gas;;103106894.0;;
2014;Germany;Energy balance;Primary production;Natural gas;;79829276.0;;
2015;Germany;Energy balance;Primary production;Natural gas;;73678220.0;;
2016;Germany;Energy balance;Primary production;Natural gas;;76186748.0;;
2017;Germany;Energy balance;Primary production;Natural gas;;70115417.0;;
2018;Germany;Energy balance;Primary production;Natural gas;;54831950.0;;
2019;Germany;Energy balance;Primary production;Natural gas;;50864959.0;;
2020;Germany;Energy balance;Primary production;Natural gas;;46878674.0;;
2021;Germany;Energy balance;Primary production;Natural gas;;44975365.0;;
2022;Germany;Energy balance;Primary production;Natural gas;;42007891.0;;
2000;Spain;Energy balance;Primary production;Natural gas;;1720731.0;;
2001;Spain;Energy balance;Primary production;Natural gas;;5476000.0;;
2002;Spain;Energy balance;Primary production;Natural gas;;5429485.0;;
2003;Spain;Energy balance;Primary production;Natural gas;;2287231.0;;
2004;Spain;Energy balance;Primary production;Natural gas;;3599470.0;;
2005;Spain;Energy balance;Primary production;Natural gas;;1673486.0;;
2006;Spain;Energy balance;Primary production;Natural gas;;732506.0;;
2007;Spain;Energy balance;Primary production;Natural gas;;181752.0;;
2008;Spain;Energy balance;Primary production;Natural gas;;163001.0;;
2009;Spain;Energy balance;Primary production;Natural gas;;141999.0;;
2010;Spain;Energy balance;Primary production;Natural gas;;518496.0;;
2011;Spain;Energy balance;Primary production;Natural gas;;528754.0;;
2012;Spain;Energy balance;Primary production;Natural gas;;602253.0;;
2013;Spain;Energy balance;Primary production;Natural gas;;584062.0;;
2014;Spain;Energy balance;Primary production;Natural gas;;242002.0;;
2015;Spain;Energy balance;Primary production;Natural gas;;628998.0;;
2016;Spain;Energy balance;Primary production;Natural gas;;557757.0;;
2017;Spain;Energy balance;Primary production;Natural gas;;276998.0;;
2018;Spain;Energy balance;Primary production;Natural gas;;878000.0;;
2019;Spain;Energy balance;Primary production;Natural gas;;1351500.0;;
2020;Spain;Energy balance;Primary production;Natural gas;;483995.0;;
2021;Spain;Energy balance;Primary production;Natural gas;;395954.0;;
2022;Spain;Energy balance;Primary production;Natural gas;;342832.0;;
2000;France;Energy balance;Primary production;Natural gas;;17499907.0;;
2001;France;Energy balance;Primary production;Natural gas;;17555655.0;;
2002;France;Energy balance;Primary production;Natural gas;;16859500.0;;
2003;France;Energy balance;Primary production;Natural gas;;14905294.0;;
2004;France;Energy balance;Primary production;Natural gas;;12882653.0;;
2005;France;Energy balance;Primary production;Natural gas;;10568878.0;;
2006;France;Energy balance;Primary production;Natural gas;;12310392.0;;
2007;France;Energy balance;Primary production;Natural gas;;10646158.0;;
2008;France;Energy balance;Primary production;Natural gas;;9431107.0;;
2009;France;Energy balance;Primary production;Natural gas;;8878899.0;;
2010;France;Energy balance;Primary production;Natural gas;;7510935.0;;
2011;France;Energy balance;Primary production;Natural gas;;5882468.0;;
2012;France;Energy balance;Primary production;Natural gas;;5255190.0;;
2013;France;Energy balance;Primary production;Natural gas;;3365228.0;;
2014;France;Energy balance;Primary production;Natural gas;;145675.0;;
2015;France;Energy balance;Primary production;Natural gas;;222597.0;;
2016;France;Energy balance;Primary production;Natural gas;;209230.0;;
2017;France;Energy balance;Primary production;Natural gas;;164495.0;;
2018;France;Energy balance;Primary production;Natural gas;;90116.0;;
2019;France;Energy balance;Primary production;Natural gas;;166888.0;;
2020;France;Energy balance;Primary production;Natural gas;;181119.0;;
2021;France;Energy balance;Primary production;Natural gas;;232479.0;;
2022;France;Energy balance;Primary production;Natural gas;;206977.0;;
2000;Italy;Energy balance;Primary production;Natural gas;;158429000.0;;
2001;Italy;Energy balance;Primary production;Natural gas;;145180750.0;;
2002;Italy;Energy balance;Primary production;Natural gas;;139284250.0;;
2003;Italy;Energy balance;Primary production;Natural gas;;132254250.0;;
2004;Italy;Energy balance;Primary production;Natural gas;;123453250.0;;
2005;Italy;Energy balance;Primary production;Natural gas;;114976250.0;;
2006;Italy;Energy balance;Primary production;Natural gas;;104575250.0;;
2007;Italy;Energy balance;Primary production;Natural gas;;92449750.0;;
2008;Italy;Energy balance;Primary production;Natural gas;;88154250.0;;
2009;Italy;Energy balance;Primary production;Natural gas;;76323250.0;;
2010;Italy;Energy balance;Primary production;Natural gas;;80067000.0;;
2011;Italy;Energy balance;Primary production;Natural gas;;80476250.0;;
2012;Italy;Energy balance;Primary production;Natural gas;;81962750.0;;
2013;Italy;Energy balance;Primary production;Natural gas;;73676000.0;;
2014;Italy;Energy balance;Primary production;Natural gas;;68094250.0;;
2015;Italy;Energy balance;Primary production;Natural gas;;64493750.0;;
2016;Italy;Energy balance;Primary production;Natural gas;;55102250.0;;
2017;Italy;Energy balance;Primary production;Natural gas;;52752812.0;;
2018;Italy;Energy balance;Primary production;Natural gas;;51891962.0;;
2019;Italy;Energy balance;Primary production;Natural gas;;45719203.0;;
2020;Italy;Energy balance;Primary production;Natural gas;;38230435.0;;
2021;Italy;Energy balance;Primary production;Natural gas;;30329543.0;;
2022;Italy;Energy balance;Primary production;Natural gas;;29584841.0;;
2000;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2001;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2002;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2003;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2004;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2005;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2006;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2007;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2008;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2009;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2010;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2011;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2012;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2013;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2014;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2015;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2016;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2017;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2018;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2019;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2020;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2021;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2022;Portugal;Energy balance;Primary production;Natural gas;;0.0;;
2000;Germany;Energy balance;Primary production;Nuclear heat;;508818000.0;;
2001;Germany;Energy balance;Primary production;Nuclear heat;;513915000.0;;
2002;Germany;Energy balance;Primary production;Nuclear heat;;494526000.0;;
2003;Germany;Energy balance;Primary production;Nuclear heat;;495247500.0;;
2004;Germany;Energy balance;Primary production;Nuclear heat;;501195000.0;;
2005;Germany;Energy balance;Primary production;Nuclear heat;;489165000.0;;
2006;Germany;Energy balance;Primary production;Nuclear heat;;501807000.0;;
2007;Germany;Energy balance;Primary production;Nuclear heat;;421602000.0;;
2008;Germany;Energy balance;Primary production;Nuclear heat;;445485000.0;;
2009;Germany;Energy balance;Primary production;Nuclear heat;;403947116.0;;
2010;Germany;Energy balance;Primary production;Nuclear heat;;421015304.0;;
2011;Germany;Energy balance;Primary production;Nuclear heat;;323397736.0;;
2012;Germany;Energy balance;Primary production;Nuclear heat;;297944318.0;;
2013;Germany;Energy balance;Primary production;Nuclear heat;;291357086.0;;
2014;Germany;Energy balance;Primary production;Nuclear heat;;290874441.0;;
2015;Germany;Energy balance;Primary production;Nuclear heat;;274890686.0;;
2016;Germany;Energy balance;Primary production;Nuclear heat;;253472361.0;;
2017;Germany;Energy balance;Primary production;Nuclear heat;;228584161.0;;
2018;Germany;Energy balance;Primary production;Nuclear heat;;227610730.0;;
2019;Germany;Energy balance;Primary production;Nuclear heat;;224831160.0;;
2020;Germany;Energy balance;Primary production;Nuclear heat;;192788184.0;;
2021;Germany;Energy balance;Primary production;Nuclear heat;;206648697.0;;
2022;Germany;Energy balance;Primary production;Nuclear heat;;103948940.0;;
2000;Spain;Energy balance;Primary production;Nuclear heat;;186618000.0;;
2001;Spain;Energy balance;Primary production;Nuclear heat;;191124000.0;;
2002;Spain;Energy balance;Primary production;Nuclear heat;;189048000.0;;
2003;Spain;Energy balance;Primary production;Nuclear heat;;185625000.0;;
2004;Spain;Energy balance;Primary production;Nuclear heat;;190818000.0;;
2005;Spain;Energy balance;Primary production;Nuclear heat;;172617000.0;;
2006;Spain;Energy balance;Primary production;Nuclear heat;;180378000.0;;
2007;Spain;Energy balance;Primary production;Nuclear heat;;165309000.0;;
2008;Spain;Energy balance;Primary production;Nuclear heat;;176919000.0;;
2009;Spain;Energy balance;Primary production;Nuclear heat;;160296290.0;;
2010;Spain;Energy balance;Primary production;Nuclear heat;;187647724.0;;
2011;Spain;Energy balance;Primary production;Nuclear heat;;174969861.0;;
2012;Spain;Energy balance;Primary production;Nuclear heat;;185969515.0;;
2013;Spain;Energy balance;Primary production;Nuclear heat;;171949550.0;;
2014;Spain;Energy balance;Primary production;Nuclear heat;;173648693.0;;
2015;Spain;Energy balance;Primary production;Nuclear heat;;173324216.0;;
2016;Spain;Energy balance;Primary production;Nuclear heat;;177623827.0;;
2017;Spain;Energy balance;Primary production;Nuclear heat;;175979229.0;;
2018;Spain;Energy balance;Primary production;Nuclear heat;;168388444.0;;
2019;Spain;Energy balance;Primary production;Nuclear heat;;176985340.0;;
2020;Spain;Energy balance;Primary production;Nuclear heat;;176473620.0;;
2021;Spain;Energy balance;Primary production;Nuclear heat;;171251750.0;;
2022;Spain;Energy balance;Primary production;Nuclear heat;;177880850.0;;
2000;France;Energy balance;Primary production;Nuclear heat;;1245486000.0;;
2001;France;Energy balance;Primary production;Nuclear heat;;1263228000.0;;
2002;France;Energy balance;Primary production;Nuclear heat;;1310280000.0;;
2003;France;Energy balance;Primary production;Nuclear heat;;1323210000.0;;
2004;France;Energy balance;Primary production;Nuclear heat;;1344723000.0;;
2005;France;Energy balance;Primary production;Nuclear heat;;1354587000.0;;
2006;France;Energy balance;Primary production;Nuclear heat;;1350573000.0;;
2007;France;Energy balance;Primary production;Nuclear heat;;1319190000.0;;
2008;France;Energy balance;Primary production;Nuclear heat;;1318341000.0;;
2009;France;Energy balance;Primary production;Nuclear heat;;1242746910.0;;
2010;France;Energy balance;Primary production;Nuclear heat;;1298047560.0;;
2011;France;Energy balance;Primary production;Nuclear heat;;1339880670.0;;
2012;France;Energy balance;Primary production;Nuclear heat;;1289336690.0;;
2013;France;Energy balance;Primary production;Nuclear heat;;1284125471.0;;
2014;France;Energy balance;Primary production;Nuclear heat;;1322886562.0;;
2015;France;Energy balance;Primary production;Nuclear heat;;1325778655.0;;
2016;France;Energy balance;Primary production;Nuclear heat;;1222066875.0;;
2017;France;Energy balance;Primary production;Nuclear heat;;1207900404.0;;
2018;France;Energy balance;Primary production;Nuclear heat;;1251721665.0;;
2019;France;Energy balance;Primary production;Nuclear heat;;1209368810.0;;
2020;France;Energy balance;Primary production;Nuclear heat;;1072413930.0;;
2021;France;Energy balance;Primary production;Nuclear heat;;1149788320.0;;
2022;France;Energy balance;Primary production;Nuclear heat;;893288670.0;;
2000;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2001;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2002;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2003;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2004;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2005;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2006;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2007;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2008;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2009;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2010;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2011;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2012;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2013;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2014;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2015;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2016;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2017;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2018;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2019;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2020;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2021;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2022;Italy;Energy balance;Primary production;Nuclear heat;;0.0;;
2000;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2001;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2002;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2003;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2004;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2005;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2006;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2007;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2008;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2009;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2010;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2011;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2012;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2013;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2014;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2015;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2016;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2017;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2018;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2019;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2020;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2021;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2022;Portugal;Energy balance;Primary production;Nuclear heat;;0.0;;
2000;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;51072028.0;;
2001;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;50629000.0;;
2002;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;54063389.0;;
2003;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;56520467.0;;
2004;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;56517712.0;;
2005;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;59342292.0;;
2006;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;59154403.0;;
2007;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;58839656.0;;
2008;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;55777633.0;;
2009;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;50560273.0;;
2010;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;42703268.0;;
2011;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;44279491.0;;
2012;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;43445329.0;;
2013;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;43334291.0;;
2014;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;39963384.0;;
2015;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;41168339.0;;
2016;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;41834941.0;;
2017;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;41048795.0;;
2018;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;40603089.0;;
2019;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;37370125.0;;
2020;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;36186128.0;;
2021;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;34606328.0;;
2022;Germany;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;33047162.0;;
2000;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;2667250.0;;
2001;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;3971500.0;;
2002;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;3713000.0;;
2003;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;3783500.0;;
2004;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;2996250.0;;
2005;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1950500.0;;
2006;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1633250.0;;
2007;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1668500.0;;
2008;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1492250.0;;
2009;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1233750.0;;
2010;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1445250.0;;
2011;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1175000.0;;
2012;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1668500.0;;
2013;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;4324000.0;;
2014;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;3583750.0;;
2015;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;2726000.0;;
2016;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1656750.0;;
2017;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1410000.0;;
2018;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;1022250.0;;
2019;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;470000.0;;
2020;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;329000.0;;
2021;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;68338.0;;
2022;Spain;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;10716.0;;
2000;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;22226700.0;;
2001;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;18986256.0;;
2002;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;17668621.0;;
2003;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;18816642.0;;
2004;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;19359647.0;;
2005;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;17099165.0;;
2006;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;15529596.0;;
2007;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;15642159.0;;
2008;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;16894179.0;;
2009;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;14728107.0;;
2010;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;13866621.0;;
2011;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;12967074.0;;
2012;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;11776751.0;;
2013;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;12300291.0;;
2014;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;11926600.0;;
2015;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;12212249.0;;
2016;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;11472842.0;;
2017;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;11094518.0;;
2018;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;10598106.0;;
2019;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;11027547.0;;
2020;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;9405031.0;;
2021;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;9852426.0;;
2022;France;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;9211671.0;;
2000;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;54562433.0;;
2001;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;48518241.0;;
2002;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;66268425.0;;
2003;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;67010499.0;;
2004;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;65319218.0;;
2005;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;72808842.0;;
2006;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;70974405.0;;
2007;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;73365341.0;;
2008;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;66111971.0;;
2009;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;57181609.0;;
2010;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;64665512.0;;
2011;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;64902293.0;;
2012;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;65469580.0;;
2013;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;66844014.0;;
2014;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;69581129.0;;
2015;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;67316100.0;;
2016;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;46854869.0;;
2017;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;51824940.0;;
2018;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;59202545.0;;
2019;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;54754571.0;;
2020;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;68105111.0;;
2021;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;60802542.0;;
2022;Italy;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;56101336.0;;
2000;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2001;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2002;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2003;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2004;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2005;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2006;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2007;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2008;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2009;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2010;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2011;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2012;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2013;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2014;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2015;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2016;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2017;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2018;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2019;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2020;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
