time_period,geo_entity,category,energy_product_class,costumer,unit_of_measure,obs_value
2001,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2002,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2003,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2004,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2005,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2006,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2007,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2008,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2009,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2010,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2011,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2012,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2013,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2014,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2015,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2016,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2017,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2018,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2019,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2020,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2021,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2022,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2000,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2001,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2002,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2003,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2004,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2005,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2006,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2007,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2008,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2009,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2010,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2011,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2012,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2013,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2014,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2015,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2016,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2017,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2018,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2019,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2020,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2021,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2022,Portugal,"Gross available energy","Nuclear heat",NULL,GWh,0.000
2000,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1549995528.000
2001,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1582184833.000
2002,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1522960528.000
2003,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1506931728.000
2004,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1494733901.000
2005,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1477900825.000
2006,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1482260973.000
2007,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1350717765.000
2008,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1420980728.000
2009,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1333258558.000
2010,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1348628802.000
2011,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1304091738.000
2012,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1303653764.000
2013,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1330296619.000
2014,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1302931394.000
2015,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1305864759.000
2016,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1321054993.000
2017,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1342813716.000
2018,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1281180051.000
2019,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1294904566.000
2020,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1172123406.000
2021,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1153298581.000
2022,Germany,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1181772381.000
2000,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,819309222.000
2001,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,853838778.000
2002,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,857263028.000
2003,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,879132083.000
2004,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,901408611.000
2005,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,915479139.000
2006,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,915928861.000
2007,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,924452361.000
2008,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,894295694.000
2009,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,837418778.000
2010,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,806440639.000
2011,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,776294500.000
2012,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,719666667.000
2013,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,675485528.000
2014,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,671841944.000
2015,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,697352833.000
2016,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,717609917.000
2017,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,744104500.000
2018,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,750290417.000
2019,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,736319111.000
2020,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,605296389.000
2021,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,668692512.000
2022,Spain,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,726353611.000
2000,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7213219710.000
2001,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7419270640.000
2002,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7398372380.000
2003,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7470378229.000
2004,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7523472713.000
2005,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7510910903.000
2006,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7527098466.000
2007,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7352699088.000
2008,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,7314295608.000
2009,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6856680236.000
2010,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6810050562.000
2011,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6633158769.000
2012,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6337251457.000
2013,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6167500104.000
2014,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6108481012.000
2015,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6089256082.000
2016,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6217091233.000
2017,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6358720065.000
2018,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6247989524.000
2019,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,6341343949.000
2020,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,5533376994.000
2021,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,5820286350.000
2022,Europe,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,5981062151.000
2000,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1051706444.000
2001,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1123632367.000
2002,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1099553508.000
2003,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1115863749.000
2004,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1134956859.000
2005,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1120748905.000
2006,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1114261789.000
2007,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1101467503.000
2008,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1071619309.000
2009,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1031689751.000
2010,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,988688801.000
2011,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1020374527.000
2012,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,989347567.000
2013,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,964917385.000
2014,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,954944305.000
2015,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,964705735.000
2016,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,932985581.000
2017,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,940851741.000
2018,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,912790169.000
2019,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,919004174.000
2020,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,763684397.000
2021,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,812111610.000
2022,France,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,818178161.000
2000,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1064150492.000
2001,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1051188303.000
2002,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1059002149.000
2003,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1052963934.000
2004,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1023443984.000
2005,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,995066512.000
2006,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,982272237.000
2007,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,958327752.000
2008,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,910976379.000
2009,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,848508419.000
2010,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,830220452.000
2011,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,796068934.000
2012,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,710763604.000
2013,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,680537081.000
2014,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,657848360.000
2015,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,681781544.000
2016,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,663409597.000
2017,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,671310604.000
2018,Italy,"Gross available energy","Oil and petroleum products (excluding biofuel portion)",NULL,GWh,668376201.000
