time_period,geo_entity,category,energy_product_class,costumer,unit_of_measure,obs_value
2001,Europe,Imports,"Solid fossil fuels",NULL,GWh,1326303344.000
2002,Europe,Imports,"Solid fossil fuels",NULL,GWh,1339174881.000
2003,Europe,Imports,"Solid fossil fuels",NULL,GWh,1386742699.000
2004,Europe,Imports,"Solid fossil fuels",NULL,GWh,1482224405.000
2005,Europe,Imports,"Solid fossil fuels",NULL,GWh,1407980069.000
2006,Europe,Imports,"Solid fossil fuels",NULL,GWh,1524574969.000
2007,Europe,Imports,"Solid fossil fuels",NULL,GWh,1526314830.000
2008,Europe,Imports,"Solid fossil fuels",NULL,GWh,1501435553.000
2009,Europe,Imports,"Solid fossil fuels",NULL,GWh,1201171903.000
2010,Europe,Imports,"Solid fossil fuels",NULL,GWh,1325341855.000
2011,Europe,Imports,"Solid fossil fuels",NULL,GWh,1379426841.000
2012,Europe,Imports,"Solid fossil fuels",NULL,GWh,1360473595.000
2013,Europe,Imports,"Solid fossil fuels",NULL,GWh,1335177468.000
2014,Europe,Imports,"Solid fossil fuels",NULL,GWh,1339735904.000
2015,Europe,Imports,"Solid fossil fuels",NULL,GWh,1313794586.000
2016,Europe,Imports,"Solid fossil fuels",NULL,GWh,1268451205.000
2017,Europe,Imports,"Solid fossil fuels",NULL,GWh,1268937232.000
2018,Europe,Imports,"Solid fossil fuels",NULL,GWh,1219880306.000
2019,Europe,Imports,"Solid fossil fuels",NULL,GWh,1011386748.000
2020,Europe,Imports,"Solid fossil fuels",NULL,GWh,731461518.000
2021,Europe,Imports,"Solid fossil fuels",NULL,GWh,873380739.000
2022,Europe,Imports,"Solid fossil fuels",NULL,GWh,1015698154.000
2000,France,Imports,"Solid fossil fuels",NULL,GWh,155657917.000
2001,France,Imports,"Solid fossil fuels",NULL,GWh,133445556.000
2002,France,Imports,"Solid fossil fuels",NULL,GWh,148522361.000
2003,France,Imports,"Solid fossil fuels",NULL,GWh,139149306.000
2004,France,Imports,"Solid fossil fuels",NULL,GWh,157973611.000
2005,France,Imports,"Solid fossil fuels",NULL,GWh,162529583.000
2006,France,Imports,"Solid fossil fuels",NULL,GWh,165710417.000
2007,France,Imports,"Solid fossil fuels",NULL,GWh,152530972.000
2008,France,Imports,"Solid fossil fuels",NULL,GWh,172294306.000
2009,France,Imports,"Solid fossil fuels",NULL,GWh,124131250.000
2010,France,Imports,"Solid fossil fuels",NULL,GWh,142494028.000
2011,France,Imports,"Solid fossil fuels",NULL,GWh,132770775.000
2012,France,Imports,"Solid fossil fuels",NULL,GWh,141447330.000
2013,France,Imports,"Solid fossil fuels",NULL,GWh,144822525.000
2014,France,Imports,"Solid fossil fuels",NULL,GWh,113792948.000
2015,France,Imports,"Solid fossil fuels",NULL,GWh,106931587.000
2016,France,Imports,"Solid fossil fuels",NULL,GWh,99895531.000
2017,France,Imports,"Solid fossil fuels",NULL,GWh,117673857.000
2018,France,Imports,"Solid fossil fuels",NULL,GWh,107662378.000
2019,France,Imports,"Solid fossil fuels",NULL,GWh,84899372.000
2020,France,Imports,"Solid fossil fuels",NULL,GWh,59442535.000
2021,France,Imports,"Solid fossil fuels",NULL,GWh,72354682.000
2022,France,Imports,"Solid fossil fuels",NULL,GWh,70880308.000
2000,Italy,Imports,"Solid fossil fuels",NULL,GWh,153836590.000
2001,Italy,Imports,"Solid fossil fuels",NULL,GWh,157788606.000
2002,Italy,Imports,"Solid fossil fuels",NULL,GWh,153575474.000
2003,Italy,Imports,"Solid fossil fuels",NULL,GWh,170290272.000
2004,Italy,Imports,"Solid fossil fuels",NULL,GWh,197137092.000
2005,Italy,Imports,"Solid fossil fuels",NULL,GWh,192273345.000
2006,Italy,Imports,"Solid fossil fuels",NULL,GWh,195010823.000
2007,Italy,Imports,"Solid fossil fuels",NULL,GWh,190183529.000
2008,Italy,Imports,"Solid fossil fuels",NULL,GWh,188992034.000
2009,Italy,Imports,"Solid fossil fuels",NULL,GWh,142213063.000
2010,Italy,Imports,"Solid fossil fuels",NULL,GWh,162823138.000
2011,Italy,Imports,"Solid fossil fuels",NULL,GWh,173480973.000
2012,Italy,Imports,"Solid fossil fuels",NULL,GWh,179078758.000
2013,Italy,Imports,"Solid fossil fuels",NULL,GWh,153433588.000
2014,Italy,Imports,"Solid fossil fuels",NULL,GWh,152656245.000
2015,Italy,Imports,"Solid fossil fuels",NULL,GWh,146310341.000
2016,Italy,Imports,"Solid fossil fuels",NULL,GWh,127511059.000
2017,Italy,Imports,"Solid fossil fuels",NULL,GWh,111578271.000
2018,Italy,Imports,"Solid fossil fuels",NULL,GWh,103174429.000
2019,Italy,Imports,"Solid fossil fuels",NULL,GWh,76611770.000
2020,Italy,Imports,"Solid fossil fuels",NULL,GWh,57556606.000
2021,Italy,Imports,"Solid fossil fuels",NULL,GWh,64605220.000
2022,Italy,Imports,"Solid fossil fuels",NULL,GWh,91039365.000
2000,Portugal,Imports,"Solid fossil fuels",NULL,GWh,46147468.000
2001,Portugal,Imports,"Solid fossil fuels",NULL,GWh,34507584.000
2002,Portugal,Imports,"Solid fossil fuels",NULL,GWh,40396298.000
2003,Portugal,Imports,"Solid fossil fuels",NULL,GWh,38048120.000
2004,Portugal,Imports,"Solid fossil fuels",NULL,GWh,37348018.000
2005,Portugal,Imports,"Solid fossil fuels",NULL,GWh,37508938.000
2006,Portugal,Imports,"Solid fossil fuels",NULL,GWh,40622559.000
2007,Portugal,Imports,"Solid fossil fuels",NULL,GWh,33745327.000
2008,Portugal,Imports,"Solid fossil fuels",NULL,GWh,26774376.000
2009,Portugal,Imports,"Solid fossil fuels",NULL,GWh,35522985.000
2010,Portugal,Imports,"Solid fossil fuels",NULL,GWh,18948316.000
2011,Portugal,Imports,"Solid fossil fuels",NULL,GWh,24975741.000
2012,Portugal,Imports,"Solid fossil fuels",NULL,GWh,35260888.000
2013,Portugal,Imports,"Solid fossil fuels",NULL,GWh,29408647.000
2014,Portugal,Imports,"Solid fossil fuels",NULL,GWh,30202356.000
2015,Portugal,Imports,"Solid fossil fuels",NULL,GWh,37316656.000
2016,Portugal,Imports,"Solid fossil fuels",NULL,GWh,33866061.000
2017,Portugal,Imports,"Solid fossil fuels",NULL,GWh,39634907.000
2018,Portugal,Imports,"Solid fossil fuels",NULL,GWh,31016243.000
2019,Portugal,Imports,"Solid fossil fuels",NULL,GWh,17728482.000
2020,Portugal,Imports,"Solid fossil fuels",NULL,GWh,131316.000
2021,Portugal,Imports,"Solid fossil fuels",NULL,GWh,103237.000
2022,Portugal,Imports,"Solid fossil fuels",NULL,GWh,84928.000
2000,Germany,Imports,"Natural gas",NULL,GWh,710424250.000
2001,Germany,Imports,"Natural gas",NULL,GWh,737855750.000
2002,Germany,Imports,"Natural gas",NULL,GWh,765927250.000
2003,Germany,Imports,"Natural gas",NULL,GWh,818416585.000
2004,Germany,Imports,"Natural gas",NULL,GWh,881330227.000
2005,Germany,Imports,"Natural gas",NULL,GWh,917603770.000
2006,Germany,Imports,"Natural gas",NULL,GWh,906890331.000
2007,Germany,Imports,"Natural gas",NULL,GWh,844087689.000
2008,Germany,Imports,"Natural gas",NULL,GWh,884618708.000
2009,Germany,Imports,"Natural gas",NULL,GWh,854383880.000
2010,Germany,Imports,"Natural gas",NULL,GWh,916465026.000
2011,Germany,Imports,"Natural gas",NULL,GWh,873764520.000
2012,Germany,Imports,"Natural gas",NULL,GWh,861641339.000
2013,Germany,Imports,"Natural gas",NULL,GWh,953029068.000
2014,Germany,Imports,"Natural gas",NULL,GWh,876214256.000
2015,Germany,Imports,"Natural gas",NULL,GWh,999231805.000
2016,Germany,Imports,"Natural gas",NULL,GWh,949149590.000
2017,Germany,Imports,"Natural gas",NULL,GWh,1113483689.000
2018,Germany,Imports,"Natural gas",NULL,GWh,820282408.000
2019,Germany,Imports,"Natural gas",NULL,GWh,880066234.000
2020,Germany,Imports,"Natural gas",NULL,GWh,773068202.000
2021,Germany,Imports,"Natural gas",NULL,GWh,814019718.000
2022,Germany,Imports,"Natural gas",NULL,GWh,822237621.000
2000,Spain,Imports,"Natural gas",NULL,GWh,179877511.000
2001,Spain,Imports,"Natural gas",NULL,GWh,184064484.000
2002,Spain,Imports,"Natural gas",NULL,GWh,220147785.000
2003,Spain,Imports,"Natural gas",NULL,GWh,246186963.000
2004,Spain,Imports,"Natural gas",NULL,GWh,286275631.000
2005,Spain,Imports,"Natural gas",NULL,GWh,351786089.000
2006,Spain,Imports,"Natural gas",NULL,GWh,368052954.000
2007,Spain,Imports,"Natural gas",NULL,GWh,366390718.000
2008,Spain,Imports,"Natural gas",NULL,GWh,410282014.000
2009,Spain,Imports,"Natural gas",NULL,GWh,369529532.000
2010,Spain,Imports,"Natural gas",NULL,GWh,371636790.000
2011,Spain,Imports,"Natural gas",NULL,GWh,359117793.000
2012,Spain,Imports,"Natural gas",NULL,GWh,354774896.000
2013,Spain,Imports,"Natural gas",NULL,GWh,359095986.000
2014,Spain,Imports,"Natural gas",NULL,GWh,368152543.000
2015,Spain,Imports,"Natural gas",NULL,GWh,327759499.000
2016,Spain,Imports,"Natural gas",NULL,GWh,327896351.000
2017,Spain,Imports,"Natural gas",NULL,GWh,350366097.000
2018,Spain,Imports,"Natural gas",NULL,GWh,352294250.000
2019,Spain,Imports,"Natural gas",NULL,GWh,376502748.000
2020,Spain,Imports,"Natural gas",NULL,GWh,328547057.000
2021,Spain,Imports,"Natural gas",NULL,GWh,374062428.000
2022,Spain,Imports,"Natural gas",NULL,GWh,401625824.000
2000,Europe,Imports,"Natural gas",NULL,GWh,2796004384.000
2001,Europe,Imports,"Natural gas",NULL,GWh,2849603532.000
2002,Europe,Imports,"Natural gas",NULL,GWh,3056994580.000
2003,Europe,Imports,"Natural gas",NULL,GWh,3236879850.000
2004,Europe,Imports,"Natural gas",NULL,GWh,3363649671.000
2005,Europe,Imports,"Natural gas",NULL,GWh,3599580861.000
2006,Europe,Imports,"Natural gas",NULL,GWh,3663690453.000
2007,Europe,Imports,"Natural gas",NULL,GWh,3503104822.000
2008,Europe,Imports,"Natural gas",NULL,GWh,3680246881.000
2009,Europe,Imports,"Natural gas",NULL,GWh,3488417177.000
2010,Europe,Imports,"Natural gas",NULL,GWh,3675505637.000
2011,Europe,Imports,"Natural gas",NULL,GWh,3594858669.000
2012,Europe,Imports,"Natural gas",NULL,GWh,3478813812.000
2013,Europe,Imports,"Natural gas",NULL,GWh,3521851963.000
2014,Europe,Imports,"Natural gas",NULL,GWh,3274943401.000
2015,Europe,Imports,"Natural gas",NULL,GWh,3480878486.000
2016,Europe,Imports,"Natural gas",NULL,GWh,3580921524.000
2017,Europe,Imports,"Natural gas",NULL,GWh,3732098652.000
2018,Europe,Imports,"Natural gas",NULL,GWh,3466489317.000
2019,Europe,Imports,"Natural gas",NULL,GWh,3882727130.000
2020,Europe,Imports,"Natural gas",NULL,GWh,3486672321.000
2021,Europe,Imports,"Natural gas",NULL,GWh,3612839258.000
2022,Europe,Imports,"Natural gas",NULL,GWh,3904710788.000
2000,France,Imports,"Natural gas",NULL,GWh,424020330.000
2001,France,Imports,"Natural gas",NULL,GWh,415779654.000
2002,France,Imports,"Natural gas",NULL,GWh,436066419.000
2003,France,Imports,"Natural gas",NULL,GWh,447007456.000
2004,France,Imports,"Natural gas",NULL,GWh,464363274.000
2005,France,Imports,"Natural gas",NULL,GWh,484083335.000
2006,France,Imports,"Natural gas",NULL,GWh,466920708.000
2007,France,Imports,"Natural gas",NULL,GWh,440877349.000
2008,France,Imports,"Natural gas",NULL,GWh,466377701.000
2009,France,Imports,"Natural gas",NULL,GWh,473567441.000
2010,France,Imports,"Natural gas",NULL,GWh,489750646.000
2011,France,Imports,"Natural gas",NULL,GWh,512015473.000
2012,France,Imports,"Natural gas",NULL,GWh,492634601.000
2013,France,Imports,"Natural gas",NULL,GWh,494465871.000
2014,France,Imports,"Natural gas",NULL,GWh,439680416.000
2015,France,Imports,"Natural gas",NULL,GWh,436075968.000
2016,France,Imports,"Natural gas",NULL,GWh,457551121.000
2017,France,Imports,"Natural gas",NULL,GWh,479722200.000
2018,France,Imports,"Natural gas",NULL,GWh,486038670.000
2019,France,Imports,"Natural gas",NULL,GWh,550963077.000
2020,France,Imports,"Natural gas",NULL,GWh,468918096.000
2021,France,Imports,"Natural gas",NULL,GWh,469589584.000
2022,France,Imports,"Natural gas",NULL,GWh,575545280.000
2000,Italy,Imports,"Natural gas",NULL,GWh,547182750.000
2001,Italy,Imports,"Natural gas",NULL,GWh,521731750.000
2002,Italy,Imports,"Natural gas",NULL,GWh,564756250.000
2003,Italy,Imports,"Natural gas",NULL,GWh,598113500.000
2004,Italy,Imports,"Natural gas",NULL,GWh,646823750.000
2005,Italy,Imports,"Natural gas",NULL,GWh,699706500.000
2006,Italy,Imports,"Natural gas",NULL,GWh,737225750.000
2007,Italy,Imports,"Natural gas",NULL,GWh,704373750.000
2008,Italy,Imports,"Natural gas",NULL,GWh,732158500.000
2009,Italy,Imports,"Natural gas",NULL,GWh,659608250.000
2010,Italy,Imports,"Natural gas",NULL,GWh,717746750.000
2011,Italy,Imports,"Natural gas",NULL,GWh,670264750.000
2012,Italy,Imports,"Natural gas",NULL,GWh,645080750.000
2013,Italy,Imports,"Natural gas",NULL,GWh,590226250.000
2014,Italy,Imports,"Natural gas",NULL,GWh,531085500.000
2015,Italy,Imports,"Natural gas",NULL,GWh,583558500.000
2016,Italy,Imports,"Natural gas",NULL,GWh,621830000.000
2017,Italy,Imports,"Natural gas",NULL,GWh,663416612.000
2018,Italy,Imports,"Natural gas",NULL,GWh,646485048.000
2019,Italy,Imports,"Natural gas",NULL,GWh,676896555.000
2020,Italy,Imports,"Natural gas",NULL,GWh,632391706.000
2021,Italy,Imports,"Natural gas",NULL,GWh,695282414.000
2022,Italy,Imports,"Natural gas",NULL,GWh,691432685.000
2000,Portugal,Imports,"Natural gas",NULL,GWh,23716000.000
2001,Portugal,Imports,"Natural gas",NULL,GWh,26192250.000
2002,Portugal,Imports,"Natural gas",NULL,GWh,31711750.000
2003,Portugal,Imports,"Natural gas",NULL,GWh,30742000.000
2004,Portugal,Imports,"Natural gas",NULL,GWh,38433250.000
2005,Portugal,Imports,"Natural gas",NULL,GWh,45275500.000
2006,Portugal,Imports,"Natural gas",NULL,GWh,42585000.000
2007,Portugal,Imports,"Natural gas",NULL,GWh,43736750.000
2008,Portugal,Imports,"Natural gas",NULL,GWh,48198750.000
2009,Portugal,Imports,"Natural gas",NULL,GWh,49618000.000
2010,Portugal,Imports,"Natural gas",NULL,GWh,52392750.000
2011,Portugal,Imports,"Natural gas",NULL,GWh,52721750.000
2012,Portugal,Imports,"Natural gas",NULL,GWh,45615000.000
2013,Portugal,Imports,"Natural gas",NULL,GWh,44344250.000
2014,Portugal,Imports,"Natural gas",NULL,GWh,40409500.000
2015,Portugal,Imports,"Natural gas",NULL,GWh,47279988.000
2016,Portugal,Imports,"Natural gas",NULL,GWh,49556451.000
2017,Portugal,Imports,"Natural gas",NULL,GWh,63244203.000
2018,Portugal,Imports,"Natural gas",NULL,GWh,59275377.000
2019,Portugal,Imports,"Natural gas",NULL,GWh,61626999.000
2020,Portugal,Imports,"Natural gas",NULL,GWh,60088263.000
2021,Portugal,Imports,"Natural gas",NULL,GWh,57858859.000
2022,Portugal,Imports,"Natural gas",NULL,GWh,58274020.000
2000,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2001,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2002,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2003,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2004,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2005,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2006,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2007,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2008,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2009,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2010,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2011,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2012,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2013,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2014,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2015,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2016,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2017,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2018,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2019,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2020,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2021,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2022,Germany,Imports,"Nuclear heat",NULL,GWh,NULL
2000,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2001,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2002,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2003,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2004,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2005,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2006,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2007,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2008,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2009,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2010,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2011,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2012,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2013,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2014,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2015,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2016,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2017,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2018,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2019,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2020,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2021,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2022,Spain,Imports,"Nuclear heat",NULL,GWh,NULL
2000,France,Imports,"Nuclear heat",NULL,GWh,NULL
2001,France,Imports,"Nuclear heat",NULL,GWh,NULL
2002,France,Imports,"Nuclear heat",NULL,GWh,NULL
2003,France,Imports,"Nuclear heat",NULL,GWh,NULL
2004,France,Imports,"Nuclear heat",NULL,GWh,NULL
2005,France,Imports,"Nuclear heat",NULL,GWh,NULL
2006,France,Imports,"Nuclear heat",NULL,GWh,NULL
2007,France,Imports,"Nuclear heat",NULL,GWh,NULL
2008,France,Imports,"Nuclear heat",NULL,GWh,NULL
2009,France,Imports,"Nuclear heat",NULL,GWh,NULL
2010,France,Imports,"Nuclear heat",NULL,GWh,NULL
2011,France,Imports,"Nuclear heat",NULL,GWh,NULL
2012,France,Imports,"Nuclear heat",NULL,GWh,NULL
2013,France,Imports,"Nuclear heat",NULL,GWh,NULL
2014,France,Imports,"Nuclear heat",NULL,GWh,NULL
2015,France,Imports,"Nuclear heat",NULL,GWh,NULL
2016,France,Imports,"Nuclear heat",NULL,GWh,NULL
2017,France,Imports,"Nuclear heat",NULL,GWh,NULL
2018,France,Imports,"Nuclear heat",NULL,GWh,NULL
2019,France,Imports,"Nuclear heat",NULL,GWh,NULL
2020,France,Imports,"Nuclear heat",NULL,GWh,NULL
2021,France,Imports,"Nuclear heat",NULL,GWh,NULL
2022,France,Imports,"Nuclear heat",NULL,GWh,NULL
2000,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2001,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2002,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2003,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2004,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2005,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2006,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2007,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2008,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2009,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2010,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2011,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2012,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2013,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2014,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2015,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2016,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2017,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2018,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2019,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2020,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2021,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2022,Italy,Imports,"Nuclear heat",NULL,GWh,NULL
2000,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2001,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2002,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2003,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2004,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2005,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2006,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2007,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2008,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2009,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2010,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2011,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2012,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2013,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2014,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2015,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2016,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2017,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2018,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2019,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2020,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2021,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2022,Portugal,Imports,"Nuclear heat",NULL,GWh,NULL
2000,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1723340750.000
2001,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1759560500.000
2002,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1666885306.000
2003,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1692905508.000
2004,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1718443428.000
2005,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1754745826.000
2006,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1746079598.000
2007,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1611968803.000
2008,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1666678585.000
2009,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1547993215.000
2010,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1521125257.000
2011,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1458745189.000
2012,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1485323729.000
2013,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1517132314.000
2014,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1497038805.000
2015,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1520820751.000
2016,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1537482930.000
2017,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1557388279.000
2018,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1483223763.000
2019,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1513816184.000
2020,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1387993516.000
2021,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1395936786.000
2022,Germany,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1463042533.000
2000,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,915346917.000
2001,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,922047139.000
2002,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,938629583.000
2003,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,956692556.000
2004,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,990353750.000
2005,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1025017167.000
2006,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1039764861.000
2007,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1046419333.000
2008,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1017780000.000
2009,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,957812472.000
2010,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,940612806.000
2011,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,927038972.000
2012,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,923726056.000
2013,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,913848722.000
2014,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,931191944.000
2015,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,979402111.000
2016,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1000312611.000
2017,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1046307722.000
2018,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1037211694.000
2019,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,1032452972.000
2020,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,873972896.000
2021,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,905517366.000
2022,Spain,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,975956755.000
2000,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9291840540.000
2001,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9405821210.000
2002,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9338161133.000
2003,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9591120766.000
2004,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,9920793185.000
2005,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,10201386867.000
2006,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,10278122753.000
2007,Europe,Imports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,10015189657.000
